Classe,Número,Link Processo,link,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES),Decisões,Data Andamento,Meio Processo,Indicador de  Processo em Tramitação,Relator Atual,Subgrupo Andamento Comissão,Ramo Direito Novo,Assuntos,Legislação,REQTE.(S)
ADI,5285,ADI-5285,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4744718,,,,,,30/3/2015,Eletrônico,Sim,MIN. GILMAR MENDES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,"0 - Lei Estadual nº 16.036, de 2013 - SC",
ADI,5286,ADI-5286,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4744834,,,,,,30/3/2015,Eletrônico,Não,MIN. LUIZ FUX,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA,"0 - Lei Complementar nº 86, de 2014 - AP",
ADI,5287,ADI-5287,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4746120,,,,,,31/3/2015,Eletrônico,Não,MIN. LUIZ FUX,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORÇAMENTO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA","0 - Lei Estadual nº 10.437, de 2015",
ADI,5288,ADI-5288,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4747051,,,,,,31/3/2015,Eletrônico,Sim,MIN. ROSA WEBER,Normal,REGISTROS PÚBLICOS,"0 - REGISTROS PÚBLICOS | REGISTRO CIVIL DAS PESSOAS NATURAIS1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT","0 - Lei Estadual nº 13.228, de 2001 - PR",
ADI,5289,ADI-5289,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4747053,,,,,,31/3/2015,Eletrônico,Sim,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO1 - DIREITO PENAL","0 - Constituição Estadual, Art. 20, Inciso XIV - São Paulo",
ADI,5290,ADI-5290,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4747056,,,,,,31/3/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | ATO NORMATIVO,"0 - Constituição Estadual, Art. 11, Inciso IV - GOIÁS",
ADI,5290,ADI-5290,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4747056,,,,,,13/9/2018,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | ATO NORMATIVO,"0 - Constituição Estadual, Art. 11, Inciso IV - GOIÁS",
ADI,5291,ADI-5291,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4747791,,,,,,7/4/2015,Eletrônico,Sim,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,,
ADI,5292,ADI-5292,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749466,,,,,,8/4/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,"0 - Lei Estadual nº 16.576, de 2015 - SC",
ADI,5292,ADI-5292,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749466,,,,,,13/9/2018,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,"0 - Lei Estadual nº 16.576, de 2015 - SC",
ADI,5293,ADI-5293,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749512,,,,,,8/4/2015,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS |PESSOAS COM","0 - Lei Estadual nº 16.285, de 2013 - SC",
ADI,5293,ADI-5293,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749512,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS |PESSOAS COM","0 - Lei Estadual nº 16.285, de 2013 - SC",
ADI,5294,ADI-5294,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749773,,,,,,8/4/2015,Eletrônico,Sim,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,"0 - Instrução Normativa nº 74, de 2015 - TCU",
ADI,5295,ADI-5295,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4749797,,,,,,9/4/2015,Eletrônico,Não,MIN. LUIZ FUX,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,"0 - Medida Provisória nº 664, de 20141 - Medida Provisória nº 665, de 2014",
ADI,5296,ADI-5296,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4752359,,,,,,10/4/2015,Eletrônico,Sim,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC","0 - Emenda Constitucional nº 74, de 2013",
ADI,5297,ADI-5297,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4752482,,,,,,13/4/2015,Eletrônico,Sim,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,"0 - Decreto nº 5.197, de 2015 - TO",
ADI,5298,ADI-5298,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4752741,,,,,,13/4/2015,Eletrônico,Sim,MIN. LUIZ FUX,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | APO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA","0 - Emenda Constitucional nº 59, de 2015 - do Estado do Rio de Janeiro",
ADI,5299,ADI-5299,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4753087,,,,,,14/4/2015,Eletrônico,Sim,MIN. ROBERTO BARROSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,"0 - Lei Estadual nº 14.350, de 2009 - CE1 - Lei Estadual nº 13.778, de 2006 - CE",
ADI,5300,ADI-5300,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4753089,,,,,,13/4/2015,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO,"0 - Constituição Estadual, Art. 95, Inciso XXVI - do Estado do Amapá",
ADI,5300,ADI-5300,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4753089,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO,"0 - Constituição Estadual, Art. 95, Inciso XXVI - do Estado do Amapá",
ADI,5301,ADI-5301,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4753847,,,,,,14/4/2015,Eletrônico,Não,MIN. DIAS TOFFOLI,Normal,DIREITO DO TRABALHO,"0 - DIREITO DO TRABALHO | REMUNERAÇÃO, VERBAS INDENIZATÓRIAS E BENEFÍCIOS | SALÁRIO / DIFERENÇA SALARIAL","0 - Lei Estadual nº 14.653, de 2014",
ADI,5302,ADI-5302,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4754259,,,,,,14/4/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | PARLAMENTARES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA","0 - Lei Complementar nº 14.643, de 2014 - do Estado do Rio Grande do Sul",
ADI,5302,ADI-5302,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4754259,,,,,,13/9/2018,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | PARLAMENTARES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA","0 - Lei Complementar nº 14.643, de 2014 - do Estado do Rio Grande do Sul",
ADI,5303,ADI-5303,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4754531,,,,,,15/4/2015,Eletrônico,Sim,MIN. LUIZ FUX,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | ELE,"0 - Emenda Constitucional nº 67, de 2013 - Estado de Mato Grosso",
ADI,5304,ADI-5304,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4754991,,,,,,15/4/2015,Eletrônico,Sim,MIN. LUIZ FUX,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | APO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA","0 - Emenda Constitucional nº 59, de 2015 - Estado do Rio de Janeiro",
ADI,5305,ADI-5305,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4755214,,,,,,15/4/2015,Eletrônico,Sim,MIN. CELSO DE MELLO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,,
ADI,5306,ADI-5306,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4755230,,,,,,16/4/2015,Eletrônico,Sim,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,"0 - Lei Delegada nº 502, de 2013 - MT",
ADI,5307,ADI-5307,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4756515,,,,,,17/4/2015,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,,
ADI,5307,ADI-5307,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4756515,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,,
ADI,5308,ADI-5308,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4756696,,,,,,17/4/2015,Eletrônico,Não,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAÇÃO | 1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",,
ADI,5309,ADI-5309,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4757166,,,,,,20/4/2015,Eletrônico,Não,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | GOVERNADOR | REMUN1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | PENSÃO | CONC",,
ADI,5310,ADI-5310,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4757318,,,,,,20/4/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | ELE,"0 - Resolução nº 1, de 2014, Art. 3º - DO TJRJ",
ADI,5311,ADI-5311,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4758587,,,,,,20/4/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ELEITORAL E PROCESSO ELEITORAL,"0 - DIREITO ELEITORAL E PROCESSO ELEITORAL | PARTIDO POLÍTICO | CRIAÇÃO DO PARTIDO POLÍTICO1 - DIREITO ELEITORAL | PARTIDOS POLÍTICOS |FUSÃO DE PARTIDOS POLÍTICOS","0 - Lei Federal nº 13.107, de 2015, Art. 2º1 - Lei Federal nº 9.096, de 1995, Art. 7º, § 1º2 - Lei Federal nº 9.096, de 1995, Art. 26, § 9º",
ADI,5312,ADI-5312,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4761115,,,,,,24/4/2015,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAÇÃO/CONCESSÃO DE,"0 - Lei Estadual nº 2.713, de 2013, Art. 10º - do Estado do Tocantins",
ADI,5312,ADI-5312,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4761115,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | REVOGAÇÃO/CONCESSÃO DE,"0 - Lei Estadual nº 2.713, de 2013, Art. 10º - do Estado do Tocantins",
ADI,5313,ADI-5313,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4761397,,,,,,24/4/2015,Eletrônico,Não,MIN. LUIZ FUX,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,"0 - Medida Provisória nº 664, de 2014",
ADI,5314,ADI-5314,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4762216,,,,,,27/4/2015,Eletrônico,Não,MIN. ROBERTO BARROSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN,"0 - Lei Estadual nº 6.983, de 2015 - do Estado do Rio de Janeiro",
ADI,5315,ADI-5315,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4767491,,,,,,4/5/2015,Eletrônico,Sim,MIN. ROBERTO BARROSO,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE1 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL | COMPETÊNCIA DO MP2 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL | QUEBRA DO SIGILO TELEFÔNICO","0 - Resolução nº 36, de 2009",
ADI,5316,ADI-5316,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4771054,,,,,,8/5/2015,Eletrônico,Sim,MIN. LUIZ FUX,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | APO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA",0 - Emenda Constitucional nº 88,
ADI,5318,ADI-5318,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4771869,,,,,,11/5/2015,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO,"0 - Lei Federal nº 12.513, de 2011 - ART.20, ART.20-A E ART.20-B",
ADI,5318,ADI-5318,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4771869,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO,"0 - Lei Federal nº 12.513, de 2011 - ART.20, ART.20-A E ART.20-B",
ADI,5319,ADI-5319,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4775390,,,,,,15/5/2015,Eletrônico,Sim,MIN. CELSO DE MELLO,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",,
ADI,5320,ADI-5320,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4775918,,,,,,18/5/2015,Eletrônico,Não,MIN. CELSO DE MELLO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES,"0 - Lei Complementar nº 96, de 2002 - do Estado do Paraná",
ADI,5321,ADI-5321,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4776631,,,,,,18/5/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | JORNADA DE TR2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",,
ADI,5322,ADI-5322,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4778925,,,,,,20/5/2015,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,,
ADI,5322,ADI-5322,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4778925,,,,,,22/3/2017,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,,
ADI,5323,ADI-5323,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4780124,,,,,,22/5/2015,Eletrônico,Não,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC","0 - Emenda Constitucional nº 13, de 2014 - RN",
ADI,5324,ADI-5324,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4780806,,,,,,26/5/2015,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Prevenção Relator,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO","0 - Emenda Constitucional nº 94, de 2015 - do Estado de Rondônia",
ADI,5324,ADI-5324,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4780806,,,,,,13/9/2018,Eletrônico,Sim,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | INCO1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO","0 - Emenda Constitucional nº 94, de 2015 - do Estado de Rondônia",
ADI,5325,ADI-5325,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=4780809,,,,,,26/5/2015,Eletrônico,Sim,MIN. ROBERTO BARROSO,Normal,DIREITO INTERNACIONAL,"0 - DIREITO INTERNACIONAL | ESTRANGEIRO | ADMISSÃO / ENTRADA / PERMANÊNCIA / SAÍDA1 - DIREITO PROCESSUAL PENAL | PRISÃO PREVENTIVA","0 - Lei Federal nº 12.878, de 2013999 - Lei Federal nº 12.878, de 2013",
