Classe,Número,Link Processo,link,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES),Decisões,Data Andamento,Meio Processo,Indicador de  Processo em Tramitação,Relator Atual,Subgrupo Andamento Comissão,Ramo Direito Novo,Assuntos,Legislação,REQTE.(S)
ADI,2255,ADI-2255,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834420,,,,,,26/6/2003,Físico,Não,MIN. GILMAR MENDES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO | IN,,
ADI,2255,ADI-2255,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834420,,,,,,24/4/2010,Físico,Não,MIN. GILMAR MENDES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | RESPONSABILIDADE DA ADMINISTRAÇÃO | IN,,
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,25/7/2000,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Registro à Presidência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,2/8/2000,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,1/3/2006,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,19/4/2012,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,29/11/2012,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2256,ADI-2256,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834419,,,,,,22/3/2017,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2257,ADI-2257,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834783,,,,,,26/7/2000,Físico,Não,MIN. EROS GRAU,Registro à Presidência,PROCESSO PENAL,1 - PROCESSO PENAL | JUIZADO ESPECIAL | INQUÉRITO POLICIAL - ARQUIVAMENTO - LC 851/98 ART. 26 - SP,,
ADI,2257,ADI-2257,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834783,,,,,,4/8/2000,Físico,Não,MIN. EROS GRAU,Normal,PROCESSO PENAL,1 - PROCESSO PENAL | JUIZADO ESPECIAL | INQUÉRITO POLICIAL - ARQUIVAMENTO - LC 851/98 ART. 26 - SP,,
ADI,2257,ADI-2257,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1834783,,,,,,1/7/2004,Físico,Não,MIN. EROS GRAU,Substituição,PROCESSO PENAL,1 - PROCESSO PENAL | JUIZADO ESPECIAL | INQUÉRITO POLICIAL - ARQUIVAMENTO - LC 851/98 ART. 26 - SP,,
ADI,2258,ADI-2258,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835254,,,,,,27/7/2000,Eletrônico,Sim,MIN. DIAS TOFFOLI,Registro à Presidência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE4 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","1 - Lei Federal nº 9.868,  de 1999, Art. 11, § 2º2 - Lei Federal nº 9.868,  de 1999, Art. 213 - Lei Federal nº 9.868,  de 1999, Art. 27",
ADI,2258,ADI-2258,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835254,,,,,,4/8/2000,Eletrônico,Sim,MIN. DIAS TOFFOLI,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE4 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","1 - Lei Federal nº 9.868,  de 1999, Art. 11, § 2º2 - Lei Federal nº 9.868,  de 1999, Art. 213 - Lei Federal nº 9.868,  de 1999, Art. 27",
ADI,2258,ADI-2258,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835254,,,,,,25/8/2000,Eletrônico,Sim,MIN. DIAS TOFFOLI,Redistribuído,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE4 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","1 - Lei Federal nº 9.868,  de 1999, Art. 11, § 2º2 - Lei Federal nº 9.868,  de 1999, Art. 213 - Lei Federal nº 9.868,  de 1999, Art. 27",
ADI,2258,ADI-2258,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835254,,,,,,12/9/2007,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE4 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","1 - Lei Federal nº 9.868,  de 1999, Art. 11, § 2º2 - Lei Federal nº 9.868,  de 1999, Art. 213 - Lei Federal nº 9.868,  de 1999, Art. 27",
ADI,2258,ADI-2258,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835254,,,,,,18/4/2012,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO3 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | ATOS PROCESSUAIS | NULIDADE4 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | JURISDIÇÃO E COMPETÊNCIA | COMPETÊNCIA","1 - Lei Federal nº 9.868,  de 1999, Art. 11, § 2º2 - Lei Federal nº 9.868,  de 1999, Art. 213 - Lei Federal nº 9.868,  de 1999, Art. 27",
ADI,2259,ADI-2259,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835253,,,,,,27/7/2000,Eletrônico,Sim,MIN. DIAS TOFFOLI,Registro à Presidência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS2 - DIREITO TRIBUTÁRIO | TAXAS","1 - Lei Federal nº 9.289,  de 1996, Art. 1º, § 2º - Tabela IV",
ADI,2259,ADI-2259,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835253,,,,,,8/8/2000,Eletrônico,Sim,MIN. DIAS TOFFOLI,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS2 - DIREITO TRIBUTÁRIO | TAXAS","1 - Lei Federal nº 9.289,  de 1996, Art. 1º, § 2º - Tabela IV",
ADI,2259,ADI-2259,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835253,,,,,,10/9/2007,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS2 - DIREITO TRIBUTÁRIO | TAXAS","1 - Lei Federal nº 9.289,  de 1996, Art. 1º, § 2º - Tabela IV",
ADI,2259,ADI-2259,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835253,,,,,,23/10/2009,Eletrônico,Sim,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS2 - DIREITO TRIBUTÁRIO | TAXAS","1 - Lei Federal nº 9.289,  de 1996, Art. 1º, § 2º - Tabela IV",
ADI,2260,ADI-2260,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835252,,,,,,27/7/2000,Físico,Não,MIN. JOAQUIM BARBOSA,Registro à Presidência,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE |2 - DIREITO CIVIL | FATOS JURÍDICOS | PRESCRIÇÃO E DECADÊNCIA","1 - Medida Provisória nº 2.027,  de 2000",
ADI,2260,ADI-2260,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835252,,,,,,4/8/2000,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE |2 - DIREITO CIVIL | FATOS JURÍDICOS | PRESCRIÇÃO E DECADÊNCIA","1 - Medida Provisória nº 2.027,  de 2000",
ADI,2260,ADI-2260,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1835252,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | INTERVENÇÃO DO ESTADO NA PROPRIEDADE |2 - DIREITO CIVIL | FATOS JURÍDICOS | PRESCRIÇÃO E DECADÊNCIA","1 - Medida Provisória nº 2.027,  de 2000",
ADI,2261,ADI-2261,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836221,,,,,,1/8/2000,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2261,ADI-2261,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836221,,,,,,1/3/2006,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2261,ADI-2261,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836221,,,,,,19/4/2012,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2261,ADI-2261,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836221,,,,,,29/11/2012,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2261,ADI-2261,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836221,,,,,,22/3/2017,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE | PROC,"1 - Lei Complementar nº 101,  de 2000",
ADI,2262,ADI-2262,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836327,,,,,,2/8/2000,Físico,Não,MIN. EROS GRAU,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS,,
ADI,2262,ADI-2262,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836327,,,,,,1/7/2004,Físico,Não,MIN. EROS GRAU,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS,,
ADI,2263,ADI-2263,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836535,,,,,,2/8/2000,Físico,Não,MIN. CELSO DE MELLO,Normal,,,,
ADI,2264,ADI-2264,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836858,,,,,,3/8/2000,Físico,Não,MIN. MOREIRA ALVES,Normal,,,,
ADI,2265,ADI-2265,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837338,,,,,,7/8/2000,Físico,Não,MIN. CARLOS VELLOSO,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2265,ADI-2265,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837338,,,,,,4/6/2001,Físico,Não,MIN. CARLOS VELLOSO,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2266,ADI-2266,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836937,,,,,,7/8/2000,Eletrônico,Sim,MIN. ROSA WEBER,Normal,DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL,,
ADI,2266,ADI-2266,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836937,,,,,,18/9/2003,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL,,
ADI,2266,ADI-2266,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836937,,,,,,28/4/2008,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL,,
ADI,2266,ADI-2266,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1836937,,,,,,19/12/2011,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL,,
ADI,2267,ADI-2267,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837292,,,,,,7/8/2000,Físico,Não,MIN. MAURÍCIO CORRÊA,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2268,ADI-2268,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837339,,,,,,7/8/2000,Físico,Não,MIN. ELLEN GRACIE,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2268,ADI-2268,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837339,,,,,,21/8/2002,Físico,Não,MIN. ELLEN GRACIE,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2269,ADI-2269,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837748,,,,,,7/8/2000,Físico,Não,MIN. EROS GRAU,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2269,ADI-2269,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837748,,,,,,1/7/2004,Físico,Não,MIN. EROS GRAU,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2270,ADI-2270,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837340,,,,,,7/8/2000,Físico,Não,MIN. CELSO DE MELLO,Normal,,,,
ADI,2271,ADI-2271,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837699,,,,,,7/8/2000,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2271,ADI-2271,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837699,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2272,ADI-2272,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837341,,,,,,7/8/2000,Físico,Não,MIN. ILMAR GALVÃO,Normal,,,,
ADI,2273,ADI-2273,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837342,,,,,,7/8/2000,Físico,Não,MIN. CARLOS VELLOSO,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2273,ADI-2273,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837342,,,,,,4/6/2003,Físico,Não,MIN. CARLOS VELLOSO,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2274,ADI-2274,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837343,,,,,,7/8/2000,Físico,Não,MIN. GILMAR MENDES,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2274,ADI-2274,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837343,,,,,,11/9/2003,Físico,Não,MIN. GILMAR MENDES,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2275,ADI-2275,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837671,,,,,,7/8/2000,Físico,Não,MIN. MAURÍCIO CORRÊA,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2276,ADI-2276,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837934,,,,,,8/8/2000,Físico,Não,MIN. SYDNEY SANCHES,Normal,,,,
ADI,2277,ADI-2277,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837900,,,,,,8/8/2000,Físico,Não,MIN. ELLEN GRACIE,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2277,ADI-2277,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837900,,,,,,21/8/2002,Físico,Não,MIN. ELLEN GRACIE,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2278,ADI-2278,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1838134,,,,,,8/8/2000,Físico,Não,MIN. EROS GRAU,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2278,ADI-2278,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1838134,,,,,,1/7/2004,Físico,Não,MIN. EROS GRAU,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2279,ADI-2279,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837939,,,,,,8/8/2000,Físico,Não,MIN. CELSO DE MELLO,Normal,,,,
ADI,2280,ADI-2280,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1838117,,,,,,8/8/2000,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,"1 - Resolução nº 118,  de 2000 - TRE-RS",
ADI,2280,ADI-2280,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1838117,,,,,,8/7/2003,Físico,Não,MIN. JOAQUIM BARBOSA,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,"1 - Resolução nº 118,  de 2000 - TRE-RS",
ADI,2281,ADI-2281,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837941,,,,,,8/8/2000,Físico,Não,MIN. ILMAR GALVÃO,Normal,,,,
ADI,2282,ADI-2282,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837942,,,,,,8/8/2000,Físico,Não,MIN. CARLOS VELLOSO,Normal,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
ADI,2282,ADI-2282,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=1837942,,,,,,4/6/2003,Físico,Não,MIN. CARLOS VELLOSO,Substituição,ELEIÇÃO,1 - ELEIÇÃO | PROPAGANDA ELEITORAL | USO DE SIMULADOR DA URNA ELETRÔNICA - RESOLUÇÃO - TRE,,
