Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADPF,730,ADPF-730,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5988812,MIN. GILMAR MENDES,Originária,Eletrônico,25/8/2020,"1 - Outros - processo nº 04/000.520/2020 - autorização da Secretária da Fazenda do Município do Rio de Janeiro, publicada no Diário Oficial em 18 de agosto de 2020, para a abertura de licitação, tendo por objeto a alienação, por meio de cessão definitiva, de parte do fluxo obtido pelos direitos econômicos relativos às receitas municipais futuras provenientes dos créditos de Royalties e Participações Especiais pela exploração de Petróleo e Gás Natural.",24/9/2020,Vista à PGR,,24/9/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,731,ADPF-731,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5989077,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,25/8/2020,"1 - Lei Municipal nº 6060 de 2017, Art. 23, § 1º, Inciso VIII - artigo 23, inc. VIII e § 1º da Lei Municipal nº 6.060 de 07 de agosto de 2017, do Município de
Americana/SP",8/12/2020,Sustentação Oral,Sustentação Oral - REQUERENTE(S): TELCOMP ASSOCIAÇÃO BRASILEIRA DAS PRESTADORAS DE SERVIÇOS DE TELECOMUNICAÇÕES COMPETITIVAS - recebida em 08/12/2020 19:52:23,7/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Sim,Sim,Não,Sim,Não,SÃO PAULO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,732,ADPF-732,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5989151,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,25/8/2020,"1 - Lei Municipal nº 5683 de 2018, Art. 2º - Artigo 2º da Lei Municipal nº 5.683, de 25 de junho de 2018, do Município de Valinhos/SP",2/12/2020,Conclusos ao(à) Relator(a),,22/9/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Sim,Sim,Não,Não,Não,SÃO PAULO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADC,72,ADC-72,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5989626,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,26/8/2020,"1 - Lei Federal nº 8029 de 1990, Art. 8º - Art. 8º, §§ 1º ao 5º da Lei nº 8.029, de 12 de abril de 1990 (redação foi dada pela Medida Provisória nº 907, de 2019)2 - Lei Federal nº 8154 de 19903 - Medida Provisória nº 907 de 2019 - Medida Provisória n° 907 de 2019 (parte em que altera o art. 8º, da Lei 8.029/90)",19/11/2020,Conclusos ao(à) Relator(a),,19/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6543,ADI-6543,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5991689,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,28/8/2020,"1 - Decreto nº 9908 de 2019 - Decreto nº 9.908, de 10 de julho de 2019 - Altera o Decreto nº 4.877, de 13 de novembro de 2003, para permitir a designação de Diretor-Geral pro tempore de Centro Federal de Educação Tecnológica, de Escola Técnica Federal e de Escola Agrotécnica Federal, na hipótese de vacância do cargo.",6/10/2020,Petição,"Manifestação - Petição: 82741 Data: 06/10/2020, às 11:28:41",14/9/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,734,ADPF-734,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5991755,MIN. DIAS TOFFOLI,Originária,Eletrônico,28/8/2020,"1 - Lei Estadual nº 6425 de 1972 - Art. 31, incisos IV e V da Lei n.º 6.425, de 29 de setembro de 1972 (Modificada pela Lei n.º 6.657, de 07 de janeiro de 1974)",9/12/2020,Juntada,"comprovantes ref. ao Ofício eletrônico nº 18763/2020 (Presidente da Assembléia Legislativa do Estado de Pernambuco) e Ofício eletrônico nº 18761/2020 (Governador do Estado de Pernambuco), recebidos em 07/12/2020.",4/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6544,ADI-6544,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5992935,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,31/8/2020,"1 - Decreto nº 10086 de 2019, Art. 1º, Inciso CCIII - Art. 1º, CCIII do Decreto nº 10.086, de 05 de novembro de 2019, que revogou o Decreto nº 7.667, de 11 de janeiro de 2012 (Promulga o Tratado Constitutivo da União de Nações Sul-Americanas, firmado em Brasília, em 23 de maio de 2008.)",31/8/2020,Conclusos ao(à) Relator(a),,31/8/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6545,ADI-6545,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994500,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,1/9/2020,"1 - Lei Estadual nº 17671 de 2018 - Lei nº 17.671, de 28 de dezembro de 2018, do Estado de Santa Catarina. (Subsídio de Deputado Estadual)2 - Lei Estadual nº 16491 de 2014 - Lei nº 16.491, de 27 de novembro de 2014, do Estado de Santa Catarina. (Subsídio de Deputado Estadual)3 - Lei Estadual nº 15394 de 2010 - Lei nº 15.394, de 21 de dezembro de 2010, do Estado de Santa Catarina. (Subsídio de Deputado Estadual)4 - Lei Estadual nº 13912 de 2006 - Lei nº 13.912, de 27 de dezembro de 2006, do Estado de Santa Catarina. (Remuneração de Deputado Estadual)",13/10/2020,Conclusos ao(à) Relator(a),,13/10/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6546,ADI-6546,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994501,MIN. MARCO AURÉLIO,Originária,Eletrônico,1/9/2020,"1 - Resolução nº 840 de 2020 - RESOLUÇÃO Nº 840/2020, do Tribunal de Justiça do Estado de São Paulo, Dispõe sobre a criação, convocação e funcionamento de Câmaras Extraordinárias.2 - Resolução nº 798 de 2018 - Resolução 798/2018, do Tribunal de Justiça do Estado de São Paulo, Estabelece regras para compensação em primeira e segunda instâncias.",29/10/2020,Conclusos ao(à) Relator(a),,29/10/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6547,ADI-6547,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994503,MIN. GILMAR MENDES,Originária,Eletrônico,1/9/2020,"1 - Lei Complementar nº 606 de 2013 - Lei Complementar nº 606, de 19 de dezembro de 2013, do Estado de Santa Catarina. (Concede subsídio para plano de assistência à saúde aos membros e integrantes do corpo funcional do Poder Judiciário do Estado de Santa Catarina.)2 - Resolução nº 12 de 2014 - Resolução nº 12, de 26 de maio de 2014, do Tribunal de Justiça do Estado de Santa Catarina.",30/11/2020,Conclusos ao(à) Relator(a),,30/11/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6548,ADI-6548,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994505,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,1/9/2020,"1 - Lei Complementar nº 738 de 2019 - Art. 170 da Lei Complementar nº 738, de 23 de janeiro de 2019, do Estado de Santa Catarina. (Consolida as Leis que instituem a Lei Orgânica do Ministério Público do Estado de Santa Catarina)2 - Lei Estadual nº 15215 de 2010, Art. 1º - Art. 1º da Lei nº 15.215, de 17 de junho de 2010, do Estado de Santa Catarina, Fixa o subsídio mensal dos membros da carreira de Procurador do Estado.3 - Lei Complementar nº 13574 de 2005, Art. 1º - Art. 1º da Lei nº 13.574, de 29 de novembro de 2005, do Estado de Santa Catarina, Dispõe sobre o subsídio mensal dos membros do Ministério Público Estadual.",13/10/2020,Conclusos ao(à) Relator(a),,13/10/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6549,ADI-6549,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994640,MIN. EDSON FACHIN,Originária,Eletrônico,1/9/2020,"1 - Código de Processo Penal - Arts. 282, §§ 2º e 3º e 315 do CPP, c/c o art. 319, do Código de Processo Penal (DECRETO-LEI Nº 3.689, DE 3 DE OUTUBRO DE 1941.)2 - Código de Processo Penal, Art. 282 - §§ 2º e 3º3 - Código de Processo Penal, Art. 3154 - Código de Processo Penal, Art. 319",26/11/2020,Conclusos ao(à) Relator(a),,26/11/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6550,ADI-6550,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994642,MIN. MARCO AURÉLIO,Originária,Eletrônico,1/9/2020,"1 - Medida Provisória nº 995 de 2020 - Medida Provisória nº 995, de 7 de agosto de 2020 Dispõe sobre medidas para reorganização societária e desinvestimentos da Caixa Econômica Federal e de suas subsidiárias.",9/12/2020,Remessa,dos autos ao Gabinete do Ministro Relator,9/12/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6551,ADI-6551,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994643,MIN. DIAS TOFFOLI,Originária,Eletrônico,1/9/2020,"1 - Lei Complementar nº 734 de 1993 - Art. 10, caput, §1º e §2º, incisos IV e VII, do da Lei Complementar  n.º 734/1993, do Estado de São Paulo (Lei Orgânica do Ministério Público do Estado de São Paulo)",10/9/2020,Conclusos ao(à) Relator(a),,10/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,735,ADPF-735,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5994449,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,1/9/2020,"1 - Decreto nº 10341 de 2020 - Decreto nº 10.341, de 6 de maio de 2020 - Forças armadas/fronteira/terras indígenas/Amazônia Legal.2 - Portaria nº 1804 de 2020 - Portaria nº 1.804/GMMD de 7 de maio de 2020 - Ministério da Defesa -  Operação Verde Brasil 2",26/11/2020,Conclusos ao(à) Relator(a),,26/11/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6552,ADI-6552,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5995820,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,2/9/2020,"1 - Portaria nº 2282 de 2020 - Portaria nº 2.282, de 27 de agosto de 2020, do Ministério da Saúde (Dispõe sobre o Procedimento de Justificação e Autorização da Interrupção da Gravidez nos casos previstos em lei, no âmbito do Sistema Único de Saúde-SUS.)",9/11/2020,Vista à PGR,,9/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6553,ADI-6553,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5997245,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,3/9/2020,"1 - Lei Federal nº 13452 de 2017 - Em face da Lei Federal nº 13.452, de 19 de junho de 2017 (Conversão da Medida Provisória nº 758, de 2016), que alterou os limites do Parque Nacional do Jamanxim.",27/11/2020,Conclusos ao(à) Relator(a),,30/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,737,ADPF-737,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5996919,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,3/9/2020,"1 - Portaria nº 2282 de 2020 - Portaria nº 2.282, de 27 de agosto de 2020, do Ministério da Saúde (Dispõe sobre o Procedimento de Justificação e Autorização da Interrupção da Gravidez nos casos previstos em lei, no âmbito do Sistema Único de Saúde-SUS.)",10/11/2020,Petição,"Amicus curiae - Petição: 95807 Data: 10/11/2020, às 12:15:41",9/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Sim,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,738,ADPF-738,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5997127,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,3/9/2020,"1 - Outros nº 06003 - Decisão do E. Tribunal Superior Eleitoral de postergar o incentivo de candidaturas de pessoas negras, nos termos da Consulta nº 0600306-47.2019.6.00.0000.",10/11/2020,Conclusos ao(à) Relator(a),,10/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ELEITORAL,Em tramitação,,,,,,,,
ADPF,739,ADPF-739,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5999232,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,8/9/2020,"1 - Outros - Omissão concreta do Senado Federal de escrutinar, pelo plenário, os candidatos indicados ao cargo de Conselheiro no Conselho Nacional do Ministério Público (CNMP).",9/12/2020,Petição,"PROCURADOR-GERAL DA REPÚBLICA - Petição: 104973 - Data: 09/12/2020, às 10:56:32, via Web Service MNI 2.2.2.",3/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Não,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,742,ADPF-742,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6001379,MIN. MARCO AURÉLIO,Originária,Eletrônico,10/9/2020,1 - Outros - atos comissivos e omissivos do Poder Executivo Federal no combate à pandemia de Covid-19 nas comunidades quilombolas.,4/12/2020,Juntada,do comprovante de recebimento do Ofício Eletrônico nº 1806/R e nº 1807/R.,22/10/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6554,ADI-6554,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6003649,MIN. MARCO AURÉLIO,Originária,Eletrônico,14/9/2020,"1 - Decreto nº 5915 de 2019 - Decreto nº 5915, de 08 de março de 2019, do Estado de Tocantins - Aprova o Manual de procedimentos de polícia judiciária, no âmbito da Polícia Civil do Estado do Tocantins.",22/10/2020,Vista à PGR,,22/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6555,ADI-6555,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6004052,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,14/9/2020,"1 - Lei Complementar nº 137 de 2011, Art. 1º - Em face do art. 1º da Lei Complementar nº 137 de 2011, que inseriu no art. 11 da Lei Complementar Estadual  nº 130 de 2009, o § 6º.",2/12/2020,Vista à PGR,,2/12/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,MARANHÃO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6556,ADI-6556,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6004868,MIN. ROSA WEBER,Originária,Eletrônico,16/9/2020,"1 - Resolução nº 303 de 2019 - Resolução nº 303, de 18 de dezembro 20, do Conselho Nacional de Justiça - CNJ - gestão de precatórios no poder judiciário.2 - Código de Processo Civil (2015) - Art. 535, § 3º, II da Lei nº 13.105, de março de 2015 (Código de Processo Civil 2015)3 - Lei Federal nº 12153 de 2009 - Art, 13, I, §1º da Lei nº 12.153, de 22 de dezembro de 2009 (Juizados Especiais da Fazenda Pública)4 - Lei Federal nº 10259 de 2001 - Art. 17, caput e §2º da Lei 10.259, de 12 de julho de 2001 (Juizados Especiais Federais)5 - Lei Federal nº 13105 de 2015 - Art. 535,§3º, II da Lei nº 13.105, de março de 2015 (Código de Processo Civil - 2015)",8/12/2020,Petição,"Amicus curiae - Petição: 104682 Data: 08/12/2020, às 12:39:17",22/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6557,ADI-6557,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6004872,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,16/9/2020,"1 - Lei Estadual nº 11085 de 2020 - LEI Nº 11.085, DE 29 DE JANEIRO DE 2020",23/10/2020,Vista à PGR,,23/10/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,MATO GROSSO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,743,ADPF-743,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6007933,MIN. MARCO AURÉLIO,Originária,Eletrônico,18/9/2020,"1 - Outros nº 0 - Reconhecimento do o estado de coisas inconstitucional da gestão ambiental
brasileira e, em razão disso, determinada a adoção das providências listadas ao final,
tendentes a sanar as gravíssimas lesões a preceitos fundamentais da Constituição,
decorrentes de condutas comissivas e omissivas dos poderes públicos da União, dos
Estados, do Distrito Federal e dos Municípios, a seguir descritas, no tratamento da
questão ambiental no país, sobretudo nos biomas Pantanal e Amazônia.",9/12/2020,"Publicação, DJE"," DJE nº 288, divulgado em 07/12/2020",7/12/2020,PRESIDÊNCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,744,ADPF-744,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6008011,MIN. DIAS TOFFOLI,Originária,Eletrônico,18/9/2020,"1 - Decreto nº 10239 de 2020 - Decreto n° 10.239, de 11 de fevereiro de 2020, que revogou o Decreto nº
1.541/1995, instituindo nova composição dos membros que compõem o Conselho
Nacional da Amazônia Legal (CNAL)",1/10/2020,Conclusos ao(à) Relator(a),,18/9/2020,GABINETE MINISTRO DIAS TOFFOLI,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADPF,745,ADPF-745,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6008089,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,18/9/2020,"1 - Emenda Constitucional nº 75 de 2011 - do Estado do Amazonas2 - Constituição Estadual, Art. 278 - do Estado do Amazonas3 - Lei Estadual nº 7746 de 2013 - do Estado de Sergipe4 - Lei Estadual nº 14800 de 2015 - do Estado do Rio Grande do Sul5 - Lei Estadual nº 7285 de 1978 - do Estado do Rio Grande do Sul6 - Outros - edição de atos comissivos e omissivos dos poderes públicos estaduais que
concedem ou se abstêm de sustar pensões, aposentadorias especiais e
benefícios similares a ex-governadores e a seus dependentes.",17/11/2020,Conclusos ao(à) Relator(a),,29/10/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6558,ADI-6558,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6008762,MIN. EDSON FACHIN,Originária,Eletrônico,21/9/2020,"1 - Lei Distrital nº 6270 de 2019, Art. 2º - Art. 2º da Lei distrital nº 6.270, de 30 de janeiro de 2019 (Altera a nomenclatura do Instituto Hospital de Base do Distrito Federal - IHBDF, instituído pela Lei nº 5.899, de 3 de julho de 2017, para Instituto de Gestão Estratégica de Saúde do Distrito Federal - IGESDF.)2 - Lei Distrital nº 6425 de 2019 - Lei nº 6.425, de 17 de dezembro de 2019 (Atribui competência ao Instituto de Gestão Estratégica de Saúde do Distrito Federal - IGESDF para construir novas unidades de pronto atendimento - UPA.)",18/11/2020,Petição,"Amicus curiae - Petição: 98683 Data: 18/11/2020, às 18:08:32",23/10/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DA SAÚDE,Em tramitação,,,,,,,,
ADI,6559,ADI-6559,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=6008840,MIN. RICARDO LEWANDOWSKI,Originária,Eletrônico,21/9/2020,"1 - Lei Estadual nº 11280 de 1990 - Lei nº 11.280, de 04 de julho de 1990, do Estado de Goiás. (dispõem sobre pensão especial)2 - Lei Estadual nº 11642 de 1991 - Lei nº 11,642, de 26 de dezembro de 1991, do Estado de Goiás. (Dispõe sobre pensão especial e de mercê)3 - Lei Estadual nº 18306 de 2013 - Lei Estadual nº 18.306, de dezembro de 2013, do Estado de Goiás.",11/11/2020,Conclusos ao(à) Relator(a),,11/11/2020,GABINETE MINISTRO RICARDO LEWANDOWSKI,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
